atleast,agglevel,clusters,method,dimension,TotalSum,AlphaGeo
AtLeastIn1,PG,Cluster33,Ward,df_AbioticsDistance,58342.5148380686,0.25
AtLeastIn1,PG,Cluster33,Medoid,df_LatDephtDistance,90435.4897801091,0.25
AtLeastIn1,PG,Cluster33,Medoid,df_AbioticsDistance,86987.3656320015,0.25
AtLeastIn1,PG,Cluster34,Ward,df_LatDephtDistance,57620.5237485635,0.25
AtLeastIn1,PG,Cluster34,Ward,df_AbioticsDistance,54317.7671313026,0.25
AtLeastIn1,PG,Cluster34,Medoid,df_LatDephtDistance,86972.6495628384,0.25
AtLeastIn1,PG,Cluster34,Medoid,df_AbioticsDistance,83512.0051177031,0.25
AtLeastIn1,PG,Cluster35,Ward,df_LatDephtDistance,56168.1509318624,0.25
AtLeastIn1,PG,Cluster35,Ward,df_AbioticsDistance,53104.1465058534,0.25
AtLeastIn1,PG,Cluster35,Medoid,df_LatDephtDistance,78484.5104710572,0.25
AtLeastIn1,PG,Cluster35,Medoid,df_AbioticsDistance,75259.1943474312,0.25
AtLeastIn1,PG,Cluster36,Ward,df_LatDephtDistance,55131.5239035612,0.25
AtLeastIn1,PG,Cluster36,Ward,df_AbioticsDistance,52058.6823035525,0.25
AtLeastIn1,PG,Cluster36,Medoid,df_LatDephtDistance,69317.2677723378,0.25
AtLeastIn1,PG,Cluster36,Medoid,df_AbioticsDistance,66899.5057486034,0.25
AtLeastIn1,PG,Cluster37,Ward,df_LatDephtDistance,54830.5400931367,0.25
AtLeastIn1,PG,Cluster37,Ward,df_AbioticsDistance,51755.4820492233,0.25
AtLeastIn1,PG,Cluster37,Medoid,df_LatDephtDistance,65817.4438701456,0.25
AtLeastIn1,PG,Cluster37,Medoid,df_AbioticsDistance,63512.1508111131,0.25
AtLeastIn1,PG,Cluster38,Ward,df_LatDephtDistance,52771.3564551958,0.25
AtLeastIn1,PG,Cluster38,Ward,df_AbioticsDistance,49679.1888448764,0.25
AtLeastIn1,PG,Cluster38,Medoid,df_LatDephtDistance,63458.3155579777,0.25
AtLeastIn1,PG,Cluster38,Medoid,df_AbioticsDistance,60862.3100979498,0.25
AtLeastIn1,PG,Cluster39,Ward,df_LatDephtDistance,50207.6406157159,0.25
AtLeastIn1,PG,Cluster39,Ward,df_AbioticsDistance,47466.6919048469,0.25
AtLeastIn1,PG,Cluster39,Medoid,df_LatDephtDistance,62999.4109739571,0.25
AtLeastIn1,PG,Cluster39,Medoid,df_AbioticsDistance,60399.7047686949,0.25
AtLeastIn1,PG,Cluster40,Ward,df_LatDephtDistance,48267.3121562711,0.25
AtLeastIn1,PG,Cluster40,Ward,df_AbioticsDistance,45524.4742231349,0.25
AtLeastIn1,PG,Cluster40,Medoid,df_LatDephtDistance,58628.6323198849,0.25
AtLeastIn1,PG,Cluster40,Medoid,df_AbioticsDistance,56625.0710695541,0.25
AtLeastIn1,PG,Cluster41,Ward,df_LatDephtDistance,46253.5938598242,0.25
AtLeastIn1,PG,Cluster41,Ward,df_AbioticsDistance,43495.2294613199,0.25
AtLeastIn1,PG,Cluster41,Medoid,df_LatDephtDistance,56420.9882355006,0.25
AtLeastIn1,PG,Cluster41,Medoid,df_AbioticsDistance,54694.5684306642,0.25
AtLeastIn1,PG,Cluster42,Ward,df_LatDephtDistance,43847.415392193,0.25
AtLeastIn1,PG,Cluster42,Ward,df_AbioticsDistance,41172.2123022467,0.25
AtLeastIn1,PG,Cluster42,Medoid,df_LatDephtDistance,55517.2198976508,0.25
AtLeastIn1,PG,Cluster42,Medoid,df_AbioticsDistance,53940.0778532413,0.25
AtLeastIn1,PG,Cluster43,Ward,df_LatDephtDistance,43388.5108081724,0.25
AtLeastIn1,PG,Cluster43,Ward,df_AbioticsDistance,40709.6069729919,0.25
AtLeastIn1,PG,Cluster43,Medoid,df_LatDephtDistance,46656.9507157071,0.25
AtLeastIn1,PG,Cluster43,Medoid,df_AbioticsDistance,45049.0689746834,0.25
AtLeastIn1,PG,Cluster44,Ward,df_LatDephtDistance,41573.8567039906,0.25
AtLeastIn1,PG,Cluster44,Ward,df_AbioticsDistance,39106.7743825019,0.25
AtLeastIn1,PG,Cluster44,Medoid,df_LatDephtDistance,41527.7092151806,0.25
AtLeastIn1,PG,Cluster44,Medoid,df_AbioticsDistance,40011.1001961509,0.25
AtLeastIn1,PG,Cluster45,Ward,df_LatDephtDistance,38814.1690203374,0.25
AtLeastIn1,PG,Cluster45,Ward,df_AbioticsDistance,36842.55043676,0.25
AtLeastIn1,PG,Cluster45,Medoid,df_LatDephtDistance,41079.2447735633,0.25
AtLeastIn1,PG,Cluster45,Medoid,df_AbioticsDistance,39573.2315096022,0.25
AtLeastIn1,PG,Cluster46,Ward,df_LatDephtDistance,32472.1051389768,0.25
AtLeastIn1,PG,Cluster46,Ward,df_AbioticsDistance,30813.5935774989,0.25
AtLeastIn1,PG,Cluster46,Medoid,df_LatDephtDistance,36347.3203212265,0.25
AtLeastIn1,PG,Cluster46,Medoid,df_AbioticsDistance,34815.7063766956,0.25
AtLeastIn1,PG,Cluster47,Ward,df_LatDephtDistance,30618.3690686937,0.25
AtLeastIn1,PG,Cluster47,Ward,df_AbioticsDistance,28942.5922778157,0.25
AtLeastIn1,PG,Cluster47,Medoid,df_LatDephtDistance,31236.5182596165,0.25
AtLeastIn1,PG,Cluster47,Medoid,df_AbioticsDistance,29658.8391590072,0.25
AtLeastIn1,PG,Cluster48,Ward,df_LatDephtDistance,30065.2063765666,0.25
AtLeastIn1,PG,Cluster48,Ward,df_AbioticsDistance,28573.0104381884,0.25
AtLeastIn1,PG,Cluster48,Medoid,df_LatDephtDistance,30714.1439613765,0.25
AtLeastIn1,PG,Cluster48,Medoid,df_AbioticsDistance,29339.1295960904,0.25
AtLeastIn1,PG,Cluster49,Ward,df_LatDephtDistance,29355.893692582,0.25
AtLeastIn1,PG,Cluster49,Ward,df_AbioticsDistance,27965.2677634785,0.25
AtLeastIn1,PG,Cluster49,Medoid,df_LatDephtDistance,29327.2879148898,0.25
AtLeastIn1,PG,Cluster49,Medoid,df_AbioticsDistance,28126.2909578888,0.25
AtLeastIn1,PG,Cluster50,Ward,df_LatDephtDistance,28907.4292509647,0.25
AtLeastIn1,PG,Cluster50,Ward,df_AbioticsDistance,27527.3990769298,0.25
AtLeastIn1,PG,Cluster50,Medoid,df_LatDephtDistance,26961.7559999859,0.25
AtLeastIn1,PG,Cluster50,Medoid,df_AbioticsDistance,25762.4901988051,0.25
AtLeastIn1,SG1,Cluster01,Ward,df_LatDephtDistance,4727427.47974437,0.25
AtLeastIn1,SG1,Cluster01,Ward,df_AbioticsDistance,4700037.26008162,0.25
AtLeastIn1,SG1,Cluster01,Medoid,df_LatDephtDistance,4727427.47974437,0.25
AtLeastIn1,SG1,Cluster01,Medoid,df_AbioticsDistance,4700037.26008162,0.25
AtLeastIn1,SG1,Cluster02,Ward,df_LatDephtDistance,2220033.7469314,0.25
AtLeastIn1,SG1,Cluster02,Ward,df_AbioticsDistance,2191602.32178975,0.25
AtLeastIn1,SG1,Cluster02,Medoid,df_LatDephtDistance,1626315.80033024,0.25
AtLeastIn1,SG1,Cluster02,Medoid,df_AbioticsDistance,1602560.65781241,0.25
AtLeastIn1,SG1,Cluster03,Ward,df_LatDephtDistance,1172298.03732805,0.25
AtLeastIn1,SG1,Cluster03,Ward,df_AbioticsDistance,1155916.61691514,0.25
AtLeastIn1,SG1,Cluster03,Medoid,df_LatDephtDistance,1228356.62482284,0.25
AtLeastIn1,SG1,Cluster03,Medoid,df_AbioticsDistance,1214401.72451347,0.25
AtLeastIn1,SG1,Cluster04,Ward,df_LatDephtDistance,627391.171698254,0.25
AtLeastIn1,SG1,Cluster04,Ward,df_AbioticsDistance,606094.327683917,0.25
AtLeastIn1,SG1,Cluster04,Medoid,df_LatDephtDistance,699517.330745635,0.25
AtLeastIn1,SG1,Cluster04,Medoid,df_AbioticsDistance,684845.455813251,0.25
AtLeastIn1,SG1,Cluster05,Ward,df_LatDephtDistance,575280.889569954,0.25
AtLeastIn1,SG1,Cluster05,Ward,df_AbioticsDistance,564050.528757723,0.25
AtLeastIn1,SG1,Cluster05,Medoid,df_LatDephtDistance,458429.284277104,0.25
AtLeastIn1,SG1,Cluster05,Medoid,df_AbioticsDistance,441729.172115532,0.25
AtLeastIn1,SG1,Cluster06,Ward,df_LatDephtDistance,450477.084811212,0.25
AtLeastIn1,SG1,Cluster06,Ward,df_AbioticsDistance,440255.180098596,0.25
AtLeastIn1,SG1,Cluster06,Medoid,df_LatDephtDistance,383420.923544659,0.25
AtLeastIn1,SG1,Cluster06,Medoid,df_AbioticsDistance,371892.556168954,0.25
AtLeastIn1,SG1,Cluster07,Ward,df_LatDephtDistance,251031.260130204,0.25
AtLeastIn1,SG1,Cluster07,Ward,df_AbioticsDistance,240938.193092138,0.25
AtLeastIn1,SG1,Cluster07,Medoid,df_LatDephtDistance,289412.25855511,0.25
AtLeastIn1,SG1,Cluster07,Medoid,df_AbioticsDistance,279425.875120199,0.25
AtLeastIn1,SG1,Cluster08,Ward,df_LatDephtDistance,225592.469873988,0.25
AtLeastIn1,SG1,Cluster08,Ward,df_AbioticsDistance,217723.454814173,0.25
AtLeastIn1,SG1,Cluster08,Medoid,df_LatDephtDistance,263912.392542981,0.25
AtLeastIn1,SG1,Cluster08,Medoid,df_AbioticsDistance,256379.616372102,0.25
AtLeastIn1,SG1,Cluster09,Ward,df_LatDephtDistance,207166.005742768,0.25
AtLeastIn1,SG1,Cluster09,Ward,df_AbioticsDistance,199566.990133258,0.25
AtLeastIn1,SG1,Cluster09,Medoid,df_LatDephtDistance,222285.805939581,0.25
AtLeastIn1,SG1,Cluster09,Medoid,df_AbioticsDistance,216848.990053228,0.25
AtLeastIn1,SG1,Cluster10,Ward,df_LatDephtDistance,173769.549003237,0.25
AtLeastIn1,SG1,Cluster10,Ward,df_AbioticsDistance,166184.161783107,0.25
AtLeastIn1,SG1,Cluster10,Medoid,df_LatDephtDistance,214556.851164841,0.25
AtLeastIn1,SG1,Cluster10,Medoid,df_AbioticsDistance,209838.177964176,0.25
AtLeastIn1,SG1,Cluster11,Ward,df_LatDephtDistance,159230.803414307,0.25
AtLeastIn1,SG1,Cluster11,Ward,df_AbioticsDistance,152395.424695095,0.25
AtLeastIn1,SG1,Cluster11,Medoid,df_LatDephtDistance,205933.44184469,0.25
AtLeastIn1,SG1,Cluster11,Medoid,df_AbioticsDistance,201741.213190284,0.25
AtLeastIn1,SG1,Cluster12,Ward,df_LatDephtDistance,141966.182036782,0.25
AtLeastIn1,SG1,Cluster12,Ward,df_AbioticsDistance,135537.135914163,0.25
AtLeastIn1,SG1,Cluster12,Medoid,df_LatDephtDistance,197859.827377553,0.25
AtLeastIn1,SG1,Cluster12,Medoid,df_AbioticsDistance,194553.727852234,0.25
AtLeastIn1,SG1,Cluster13,Ward,df_LatDephtDistance,112471.05467004,0.25
AtLeastIn1,SG1,Cluster13,Ward,df_AbioticsDistance,106726.41710154,0.25
AtLeastIn1,SG1,Cluster13,Medoid,df_LatDephtDistance,166891.12915909,0.25
AtLeastIn1,SG1,Cluster13,Medoid,df_AbioticsDistance,163687.11591264,0.25
AtLeastIn1,SG1,Cluster14,Ward,df_LatDephtDistance,110041.206346492,0.25
AtLeastIn1,SG1,Cluster14,Ward,df_AbioticsDistance,104622.72722851,0.25
AtLeastIn1,SG1,Cluster14,Medoid,df_LatDephtDistance,144813.845437429,0.25
AtLeastIn1,SG1,Cluster14,Medoid,df_AbioticsDistance,141810.155996952,0.25
AtLeastIn1,SG1,Cluster15,Ward,df_LatDephtDistance,104616.984988184,0.25
AtLeastIn1,SG1,Cluster15,Ward,df_AbioticsDistance,99636.0469118682,0.25
AtLeastIn1,SG1,Cluster15,Medoid,df_LatDephtDistance,139898.629633844,0.25
AtLeastIn1,SG1,Cluster15,Medoid,df_AbioticsDistance,137423.857835515,0.25
AtLeastIn1,SG1,Cluster16,Ward,df_LatDephtDistance,98046.687569647,0.25
AtLeastIn1,SG1,Cluster16,Ward,df_AbioticsDistance,93738.4634060707,0.25
AtLeastIn1,SG1,Cluster16,Medoid,df_LatDephtDistance,122421.880483456,0.25
AtLeastIn1,SG1,Cluster16,Medoid,df_AbioticsDistance,120008.866379167,0.25
AtLeastIn1,SG1,Cluster17,Ward,df_LatDephtDistance,93641.7993428072,0.25
AtLeastIn1,SG1,Cluster17,Ward,df_AbioticsDistance,89423.3260040203,0.25
AtLeastIn1,SG1,Cluster17,Medoid,df_LatDephtDistance,110935.548401109,0.25
AtLeastIn1,SG1,Cluster17,Medoid,df_AbioticsDistance,108795.832878971,0.25
AtLeastIn1,SG1,Cluster18,Ward,df_LatDephtDistance,86270.0207769278,0.25
AtLeastIn1,SG1,Cluster18,Ward,df_AbioticsDistance,82254.5747339634,0.25
AtLeastIn1,SG1,Cluster18,Medoid,df_LatDephtDistance,100379.873787414,0.25
AtLeastIn1,SG1,Cluster18,Medoid,df_AbioticsDistance,98201.2585391798,0.25
AtLeastIn1,SG1,Cluster19,Ward,df_LatDephtDistance,78293.6694062567,0.25
AtLeastIn1,SG1,Cluster19,Ward,df_AbioticsDistance,74361.9071841781,0.25
AtLeastIn1,SG1,Cluster19,Medoid,df_LatDephtDistance,93024.6189049891,0.25
AtLeastIn1,SG1,Cluster19,Medoid,df_AbioticsDistance,90877.8273325944,0.25
AtLeastIn1,SG1,Cluster20,Ward,df_LatDephtDistance,75567.6129940124,0.25
AtLeastIn1,SG1,Cluster20,Ward,df_AbioticsDistance,71955.6982522802,0.25
AtLeastIn1,SG1,Cluster20,Medoid,df_LatDephtDistance,91524.9328495991,0.25
AtLeastIn1,SG1,Cluster20,Medoid,df_AbioticsDistance,89602.2978037789,0.25
AtLeastIn1,SG1,Cluster21,Ward,df_LatDephtDistance,72992.9440801143,0.25
AtLeastIn1,SG1,Cluster21,Ward,df_AbioticsDistance,69514.2090736926,0.25
AtLeastIn1,SG1,Cluster21,Medoid,df_LatDephtDistance,89781.3700401812,0.25
AtLeastIn1,SG1,Cluster21,Medoid,df_AbioticsDistance,88030.0312850817,0.25
AtLeastIn1,SG1,Cluster22,Ward,df_LatDephtDistance,71736.8608696202,0.25
AtLeastIn1,SG1,Cluster22,Ward,df_AbioticsDistance,68681.9982319706,0.25
AtLeastIn1,SG1,Cluster22,Medoid,df_LatDephtDistance,88463.3410806768,0.25
AtLeastIn1,SG1,Cluster22,Medoid,df_AbioticsDistance,86778.0703013046,0.25
AtLeastIn1,SG1,Cluster23,Ward,df_LatDephtDistance,68650.0705523316,0.25
AtLeastIn1,SG1,Cluster23,Ward,df_AbioticsDistance,65857.7598614234,0.25
AtLeastIn1,SG1,Cluster23,Medoid,df_LatDephtDistance,81199.1183170388,0.25
AtLeastIn1,SG1,Cluster23,Medoid,df_AbioticsDistance,79523.8387272032,0.25
AtLeastIn1,SG1,Cluster24,Ward,df_LatDephtDistance,66821.1428829807,0.25
AtLeastIn1,SG1,Cluster24,Ward,df_AbioticsDistance,64054.7507655588,0.25
AtLeastIn1,SG1,Cluster24,Medoid,df_LatDephtDistance,77980.9510334016,0.25
AtLeastIn1,SG1,Cluster24,Medoid,df_AbioticsDistance,76285.0287408634,0.25
AtLeastIn1,SG1,Cluster25,Ward,df_LatDephtDistance,65037.963154326,0.25
AtLeastIn1,SG1,Cluster25,Ward,df_AbioticsDistance,62352.4335996901,0.25
AtLeastIn1,SG1,Cluster25,Medoid,df_LatDephtDistance,61288.9555427178,0.25
AtLeastIn1,SG1,Cluster25,Medoid,df_AbioticsDistance,59237.228196846,0.25
AtLeastIn1,SG1,Cluster26,Ward,df_LatDephtDistance,64147.1376695901,0.25
AtLeastIn1,SG1,Cluster26,Ward,df_AbioticsDistance,61727.8475168047,0.25
AtLeastIn1,SG1,Cluster26,Medoid,df_LatDephtDistance,71455.8975420984,0.25
AtLeastIn1,SG1,Cluster26,Medoid,df_AbioticsDistance,70013.2349032151,0.25
AtLeastIn1,SG1,Cluster27,Ward,df_LatDephtDistance,64017.3351022656,0.25
AtLeastIn1,SG1,Cluster27,Ward,df_AbioticsDistance,61607.8021583066,0.25
AtLeastIn1,SG1,Cluster27,Medoid,df_LatDephtDistance,67610.546207002,0.25
